ToolSerialNumber,ParameterSetId,ToolNumberOfTightenings,TorqueDelta
D8481322      ,1,2795855,0.06
C9410194      ,1,2138567,0.05
F7360944      ,1,706776,0.03
F7350022      ,1,58474,0.02
C9410194      ,1,2138568,0.1
F7360946      ,1,656294,0.04
F7851954      ,1,370072,0.04
F7360940      ,1,7187,0.02
F7831631      ,1,370521,0.06
A9400964      ,2,62582,0.04
A9400964      ,2,62583,0.06
F8353464      ,1,1711066,0.05
F9695698      ,2,3072922,0.15
F9695698      ,2,3072923,0.06
F9401178      ,1,653552,0.01
F7830399      ,1,588739,0.04
F9401174      ,2,1206541,0.14
C8391460      ,1,1375015,0.03
C8780408      ,1,267470,0.01
F9695697      ,1,4964063,0.04
F7830399      ,1,588740,0.04
F7360949      ,1,2069616,0.05
F7812096      ,1,341826,0.04
F7360941      ,1,2069276,0
F7360944      ,1,706777,0.02
F7350022      ,1,58475,0.02
F9401174      ,2,1206542,0.06
C8391460      ,1,1375016,0.03
F7831631      ,1,370522,0.02
F9695697      ,1,4964064,0.02
F7360946      ,1,656295,0.05
F7360940      ,1,7188,0.03
F7851954      ,1,370073,0.05
E9556853      ,1,4414588,0.04
F9401174      ,2,1206543,0.05
E9556853      ,1,4414589,0.09
C6500970      ,1,1038612,0.04
F9695698      ,2,3072924,0.08
D8586612      ,1,2338762,0.01
F9695698      ,2,3072925,0.03
A9400964      ,2,62584,0.06
F9711007      ,2,3703352,0.24
A9400964      ,2,62585,0.04
D8481321      ,1,5407479,0.01
D8481322      ,1,2795856,0.03
F9711007      ,2,3703353,0.12
F9711007      ,2,3703354,0.28
D8481322      ,1,2795857,0.01
C8391460      ,1,1375017,0.02
F8353464      ,1,1711067,0.02
F7830399      ,1,588741,0.14
C8391460      ,1,1375018,0.03
C8780408      ,1,267471,0.01
F7830399      ,1,588742,0.04
F9695697      ,1,4964065,0.08
C9410194      ,1,2138569,0.03
F9695697      ,1,4964066,0.03
D8586612      ,1,2338763,0.01
C6500970      ,1,1038613,0.06
F7360949      ,1,2069619,0.01
F7812096      ,1,341829,0.04
F7360941      ,1,2069279,0.03
E9556853      ,1,4414590,0.06
D8481321      ,1,5407480,0.02
E9556853      ,1,4414591,0.05
D8481322      ,1,2795858,0.02
F9401174      ,2,1206544,0.05
F8353464      ,1,1711068,-3.37
D8481322      ,1,2795859,0.01
F9401178      ,1,653553,0.03
F9401174      ,2,1206545,0.03
F9711007      ,2,3703355,0.33
F9401174      ,2,1206546,0.06
F9711007      ,2,3703356,0.56
F8353464      ,1,1711069,-3.17
F9711007      ,2,3703357,0.53
F8353464      ,1,1711071,-3.65
F9695698      ,2,3072926,0.04
C9410194      ,1,2138570,0.04
C8780408      ,1,267472,0.02
F9695697      ,1,4964067,0.05
F9711007      ,2,3703358,0.26
F7350022      ,1,58476,0.04
F7360944      ,1,706778,0.05
F8353464      ,1,1711072,-6.03
F9695698      ,2,3072927,0.04
A9400964      ,2,62586,0.06
F7830399      ,1,588743,0.05
F9695697      ,1,4964068,0.02
F7360940      ,1,7189,0.03
F7831631      ,1,370523,0.02
F9711007      ,2,3703359,0.26
F8353464      ,1,1711073,-2.85
F7851954      ,1,370074,0.03
A9400964      ,2,62587,0.01
F7360946      ,1,656296,-8.19
F7830399      ,1,588744,0.09
F8353464      ,1,1711074,0.04
C6500970      ,1,1038614,0.04
F7360946      ,1,656297,-8.2
C8391460      ,1,1375019,0.04
F7360946      ,1,656298,-8.19
C8391460      ,1,1375020,0.02
F7360946      ,1,656299,-8.21
E9556853      ,1,4414592,0.06
F7360949      ,1,2069622,0.01
F7360941      ,1,2069282,0.02
F7812096      ,1,341832,0.02
D8586612      ,1,2338764,0.02
E9556853      ,1,4414593,0.13
F7360946      ,1,656300,-8.18
F9401174      ,2,1206547,0.02
F9401178      ,1,653554,0.02
D8481322      ,1,2795860,0.03
F7830399      ,1,588745,0.07
F7360946      ,1,656301,-8.19
F9711007      ,2,3703360,0.24
D8481322      ,1,2795861,0.09
D8481321      ,1,5407481,0.02
F9401174      ,2,1206548,0.04
F7830399      ,1,588746,0.07
C8780408      ,1,267473,0.02
F9711007      ,2,3703361,0.17
F9401174      ,2,1206549,0.02
F9695697      ,1,4964069,0.07
F9711007      ,2,3703362,0.26
C6590301      ,3,561622,0.02
F9695697      ,1,4964070,0.07
F9695698      ,2,3072928,0.11
C6590301      ,3,561623,0.03
F9695698      ,2,3072929,0.06
F8353464      ,1,1711075,0
A9400964      ,2,62588,0.04
C8391460      ,1,1375021,0.03
A9400964      ,2,62589,0.01
C8391460      ,1,1375022,0.05
F7812096      ,1,341835,0.03
F7360949      ,1,2069625,0.02
F7360941      ,1,2069285,0.01
F7830399      ,1,588747,0.07
D8481322      ,1,2795862,0.02
F7350022      ,1,58477,0.03
F7360944      ,1,706779,0.06
F7830399      ,1,588748,0.19
C8780408      ,1,267474,0.01
F7851954      ,1,370075,0.01
F7831631      ,1,370524,0
F7360940      ,1,7190,0.04
D8481322      ,1,2795863,0.16
F7360946      ,1,656302,0.03
F9695698      ,2,3072930,0.06
F9695697      ,1,4964071,0.06
F9695698      ,2,3072931,0.19
F9695697      ,1,4964072,0.15
C6500970      ,1,1038615,0.04
C9410194      ,1,2138571,0.01
E9556853      ,1,4414594,0.01
F7350022      ,1,58478,0.01
F7360944      ,1,706780,0.03
F7360940      ,1,7191,0.02
F7851954      ,1,370076,0.02
F7360946      ,1,656303,0.06
F7831631      ,1,370525,0.02
E9556853      ,1,4414595,0.1
F9401178      ,1,653555,0.03
F9695697      ,1,4964073,0
C8780408      ,1,267475,0.05
F9695697      ,1,4964074,0.12
F9695698      ,2,3072932,0.12
F7830399      ,1,588749,0.05
F9695698      ,2,3072933,0.04
C8391460      ,1,1375023,0.04
A9400964      ,2,62590,0.03
C6500970      ,1,1038616,0.04
C9410194      ,1,2138572,0.04
A9400964      ,2,62591,0
F7830399      ,1,588750,0.25
D8586612      ,1,2338765,0.03
F7350022      ,1,58479,0
C8391460      ,1,1375024,0.04
F7360944      ,1,706781,0.02
F7360946      ,1,656304,0
F7360940      ,1,7192,0.04
F7851954      ,1,370077,0.02
F7831631      ,1,370526,0.01
D8481321      ,1,5407482,0.04
F9401174      ,2,1206550,0.1
F9711007      ,2,3703363,0.21
F9711007      ,2,3703364,0.11
F9401174      ,2,1206551,0.14
F7360941      ,1,2069288,0.01
F7360949      ,1,2069628,0.01
F7812096      ,1,341838,0.01
F9401174      ,2,1206552,0.03
F9711007      ,2,3703365,0.35
D8481322      ,1,2795864,0.05
D8481322      ,1,2795865,0.09
F9695697      ,1,4964075,0.02
C8780408      ,1,267476,0.01
F8353464      ,1,1711076,0.03
F7360944      ,1,706782,0.01
F7350022      ,1,58480,0.04
F9695697      ,1,4964076,0
F7851954      ,1,370078,0.03
F7360946      ,1,656305,0
F7831631      ,1,370527,0
F7360940      ,1,7193,0.01
C6500970      ,1,1038617,0.07
F7830399      ,1,588751,0.04
E9556853      ,1,4414596,0.05
F7830399      ,1,588752,0.05
E9556853      ,1,4414597,0.06
F9401178      ,1,653556,0
F9401174      ,2,1206553,0.02
F9711007      ,2,3703366,0.18
C9410194      ,1,2138573,0.03
F9711007      ,2,3703367,0.13
F9401174      ,2,1206554,0
F9711007      ,2,3703368,0.28
F9401174      ,2,1206555,0.09
F7350022      ,1,58481,0.02
F7360944      ,1,706783,0.03
A9400964      ,2,62592,0.01
F7360940      ,1,7194,0.02
F7851954      ,1,370079,0
F7360946      ,1,656306,0.04
F7831631      ,1,370528,0
C8391460      ,1,1375025,0.04
D8586612      ,1,2338766,0.02
A9400964      ,2,62593,0.03
C8391460      ,1,1375026,0.05
D8481321      ,1,5407483,0.01
E9556853      ,1,4414598,0.09
F8353464      ,1,1711077,0.02
F7360941      ,1,2069291,0.03
F7360949      ,1,2069631,0
E9556853      ,1,4414599,0.01
F7812096      ,1,341841,0.03
F9695697      ,1,4964077,0.04
F7830399      ,1,588753,0.03
F9711007      ,2,3703369,0.16
F9695697      ,1,4964078,0.08
F9401174      ,2,1206556,0.08
F7830399      ,1,588754,0.03
C9410194      ,1,2138574,0.07
C8780408      ,1,267477,0.06
F9711007      ,2,3703370,0.1
D8481322      ,1,2795866,0.1
F9401178      ,1,653557,0.03
F9401174      ,2,1206557,0.01
F9711007      ,2,3703371,0.07
D8481322      ,1,2795867,0.07
F9401174      ,2,1206558,0.06
D8586612      ,1,2338767,0.02
F7360944      ,1,706784,0
F7350022      ,1,58482,0.02
C6590301      ,3,561624,0.17
F7360940      ,1,7195,0.01
F7851954      ,1,370080,0.05
F7360946      ,1,656307,0.01
F7831631      ,1,370529,0.01
D8481321      ,1,5407484,0.03
A9400964      ,2,62594,0.06
C6590301      ,3,561625,0.12
C8391460      ,1,1375027,0.01
A9400964      ,2,62595,0.05
C8391460      ,1,1375028,0.03
F8353464      ,1,1711078,0.03
E9556853      ,1,4414600,0.01
C9410194      ,1,2138575,0.03
E9556853      ,1,4414601,0.08
F9695697      ,1,4964079,0.07
D8586612      ,1,2338768,0.03
F7830399      ,1,588755,0.05
F9401178      ,1,653558,0.03
F9695697      ,1,4964080,0.01
C8780408      ,1,267478,0.03
F7360941      ,1,2069294,0.02
F7360949      ,1,2069634,0
F7812096      ,1,341844,0.02
F9695698      ,2,3072934,0.17
F7830399      ,1,588756,0.1
F9401174      ,2,1206559,0.08
D8481321      ,1,5407485,0.04
F9711007      ,2,3703372,0.15
F9695698      ,2,3072935,0.05
F9401174      ,2,1206560,0.17
F9711007      ,2,3703373,0.04
D8481322      ,1,2795868,0.08
F9401174      ,2,1206561,0.05
F9711007      ,2,3703374,0.21
D8481322      ,1,2795869,0.15
F8353464      ,1,1711079,0.1
A9400964      ,2,62596,0.02
A9400964      ,2,62597,0.05
F7360944      ,1,706785,0.01
F7350022      ,1,58483,0.02
F7851954      ,1,370081,0.02
F7360946      ,1,656308,0.02
F7831631      ,1,370530,0.01
F7360940      ,1,7196,0.05
C8391460      ,1,1375029,0.03
C8391460      ,1,1375030,0.03
D8586612      ,1,2338769,0.04
D8481321      ,1,5407486,0.02
E9556853      ,1,4414602,0
D8584134      ,1,3127024,0.01
E9556853      ,1,4414603,0
D8584134      ,1,3127025,0.15
F9401174      ,2,1206562,0.06
F9711007      ,2,3703375,0.09
D8584134      ,1,3127026,0.1
F9401178      ,1,653559,0.1
F9711007      ,2,3703376,0.25
F8353464      ,1,1711080,0.04
F9401174      ,2,1206563,0.13
D8584134      ,1,3127027,0.04
C9410194      ,1,2138576,0.05
F9695698      ,2,3072936,0.12
F9401174      ,2,1206564,0.04
F9711007      ,2,3703377,0.14
F7360941      ,1,2069297,0.01
F7812096      ,1,341847,0.03
F7360949      ,1,2069637,0.03
F9695698      ,2,3072937,0.08
F7360944      ,1,706786,0.03
F7350022      ,1,58484,0.01
D8481322      ,1,2795870,0.08
F7851954      ,1,370082,0.02
F7360940      ,1,7197,0.05
F7360946      ,1,656309,0.01
D8586612      ,1,2338770,0.01
F7831631      ,1,370531,0.02
A9400964      ,2,62598,0.04
C8391460      ,1,1375031,0.06
D8481322      ,1,2795871,0.02
A9400964      ,2,62599,0.04
D8481321      ,1,5407487,0.02
C8391460      ,1,1375032,0.07
C8780408      ,1,267479,0.01
F7830399      ,1,588757,0.11
E9556853      ,1,4414604,0.05
F7830399      ,1,588758,0.1
E9556853      ,1,4414605,0.01
F8353464      ,1,1711081,0.01
F9401174      ,2,1206565,0.07
D8584134      ,1,3127028,0.03
F9711007      ,2,3703378,0.19
C9410194      ,1,2138577,0.05
D8584134      ,1,3127029,0.2
F9711007      ,2,3703379,0.46
F9401174      ,2,1206566,0.04
D8584134      ,1,3127030,0.16
F9711007      ,2,3703380,0.28
F9401174      ,2,1206567,0.13
D8584134      ,1,3127031,0.01
F9401178      ,1,653560,0.03
F9695698      ,2,3072938,0.07
D8586612      ,1,2338771,0.02
F9695698      ,2,3072939,0.05
A9400964      ,2,62600,0.01
A9400964      ,2,62601,0.03
F7360949      ,1,2069640,0.03
F7360941      ,1,2069300,0.01
F7812096      ,1,341850,0.07
D8481321      ,1,5407488,0.01
C8391460      ,1,1375033,0.07
C6500970      ,1,1038618,0.06
F9695697      ,1,4964081,0.03
C8391460      ,1,1375034,0.04
D8481322      ,1,2795872,0.11
F9695697      ,1,4964082,0.01
F7350022      ,1,58485,0.02
F7360944      ,1,706787,0.02
D8481322      ,1,2795873,0.01
F8353464      ,1,1711082,0.04
F7360946      ,1,656310,0
F7831631      ,1,370532,0.03
F7851954      ,1,370083,0.02
F7360940      ,1,7198,0.04
D8584134      ,1,3127032,0.06
E9556853      ,1,4414606,0.01
D8584134      ,1,3127033,0.12
F9401174      ,2,1206568,0.01
D8584134      ,1,3127034,0.15
E9556853      ,1,4414607,0.04
F9711007      ,2,3703381,0.12
C9410194      ,1,2138578,0
D8584134      ,1,3127035,0.07
D8586612      ,1,2338772,0.01
F9401174      ,2,1206569,0.08
F9711007      ,2,3703382,0.14
F9401174      ,2,1206570,0.12
F9711007      ,2,3703383,0.28
D8481321      ,1,5407489,0.01
C8780408      ,1,267480,0.01
F7830399      ,1,588759,0.08
F9695698      ,2,3072940,0.14
A9400964      ,2,62602,0.01
F9695698      ,2,3072941,0.23
C6500970      ,1,1038619,0.05
F7830399      ,1,588760,0.07
A9400964      ,2,62603,0.01
F9401178      ,1,653561,0.04
F8353464      ,1,1711083,0.03
F9695697      ,1,4964083,0.09
D8584134      ,1,3127036,0
F7812096      ,1,341853,0.06
F7360949      ,1,2069643,0.07
F7360941      ,1,2069303,0.02
F7350022      ,1,58486,0.01
F7360944      ,1,706788,0.04
F9695697      ,1,4964084,0.06
D8584134      ,1,3127037,0.07
F7851954      ,1,370084,0.02
F7360940      ,1,7199,0.01
F7360946      ,1,656311,0.01
F7831631      ,1,370533,0.01
D8584134      ,1,3127038,0.19
D8584134      ,1,3127039,0.17
D8481322      ,1,2795874,0.02
E9556853      ,1,4414608,0.04
D8481322      ,1,2795875,0.08
E9556853      ,1,4414609,0
D8586612      ,1,2338773,0.02
C9410194      ,1,2138579,0.02
F9711007      ,2,3703384,0.19
F9401174      ,2,1206571,0.04
F9711007      ,2,3703385,0.37
D8481321      ,1,5407490,0.01
F9401174      ,2,1206572,0.04
F9711007      ,2,3703386,0.25
F9401174      ,2,1206573,0.02
F9695698      ,2,3072942,0.03
C6500970      ,1,1038620,0.03
F9695698      ,2,3072943,0.09
F8353464      ,1,1711084,0.08
F7360944      ,1,706789,0.05
F7350022      ,1,58487,0.06
F9401178      ,1,653562,0.01
F7831631      ,1,370534,0.02
D8584134      ,1,3127040,0.05
F7360946      ,1,656312,0.01
F7360940      ,1,7200,0
F7851954      ,1,370085,0.01
F9695697      ,1,4964085,0.1
C8780408      ,1,267481,0
D8584134      ,1,3127041,0.06
A9400964      ,2,62604,0.04
F9695697      ,1,4964086,0.02
A9400964      ,2,62605,0.04
D8584134      ,1,3127042,0.15
F7830399      ,1,588761,0.04
F7812096      ,1,341856,0.02
F7360941      ,1,2069306,0.05
F7360949      ,1,2069646,0.05
D8584134      ,1,3127043,0.1
F7830399      ,1,588762,0.13
D8481322      ,1,2795876,0.15
E9556853      ,1,4414610,0.05
D8481322      ,1,2795877,0.11
E9556853      ,1,4414611,0.09
C9410194      ,1,2138580,0.04
D8586612      ,1,2338774,0.02
F9401174      ,2,1206574,0.02
C9410194      ,1,2138581,0.04
F9711007      ,2,3703387,0.09
C6590301      ,3,561626,0.09
F9401174      ,2,1206575,0.12
C6500970      ,1,1038621,0.05
D8481321      ,1,5407491,0.02
F9711007      ,2,3703388,0
F9695698      ,2,3072944,0.01
F9401174      ,2,1206576,0.09
D8584134      ,1,3127044,0.22
F9695698      ,2,3072945,0.07
F9711007      ,2,3703389,0.21
C6590301      ,3,561627,0.03
A9400964      ,2,62606,0.03
D8584134      ,1,3127045,0.1
F8353464      ,1,1711085,0.03
D8584134      ,1,3127046,0.14
A9400964      ,2,62607,0.02
F7350022      ,1,58488,0.03
C8780408      ,1,267482,0.03
F7360944      ,1,706790,0.02
D8584134      ,1,3127047,0.07
F7830399      ,1,588763,0.12
F9401178      ,1,653563,0.02
F7851954      ,1,370086,0.01
F7831631      ,1,370535,0.03
F7360946      ,1,656313,0.01
F7360940      ,1,7201,0.01
F7360949      ,1,2069649,0.04
F7360941      ,1,2069309,0.04
F7812096      ,1,341859,0.05
F7830399      ,1,588764,0.07
D8481322      ,1,2795878,0.05
E9556853      ,1,4414612,0.05
E9556853      ,1,4414613,0.04
D8481322      ,1,2795879,0.06
D8586612      ,1,2338775,0.01
F9401174      ,2,1206577,0.17
F9711007      ,2,3703390,0.22
C9410194      ,1,2138582,0.03
D8481321      ,1,5407492,0.01
D8584134      ,1,3127048,0.07
F9695698      ,2,3072946,0.06
F9711007      ,2,3703391,0.31
F9401174      ,2,1206578,0.12
D8584134      ,1,3127049,0.05
F9695698      ,2,3072947,0.11
C8391460      ,1,1375035,0.03
F9711007      ,2,3703392,0.23
F9401174      ,2,1206579,0.07
D8584134      ,1,3127050,0.09
F8353464      ,1,1711086,0.09
D8584134      ,1,3127051,0.17
C8391460      ,1,1375036,0.04
F9695697      ,1,4964087,0.13
C8780408      ,1,267483,0.04
F9695697      ,1,4964088,0.17
C6500970      ,1,1038622,0.04
D8586612      ,1,2338776,0.01
F9401178      ,1,653564,0.04
D8481321      ,1,5407493,0.03
F7360941      ,1,2069312,0.02
F7812096      ,1,341862,0.04
F7360949      ,1,2069652,0.01
E9556853      ,1,4414614,0.01
D8584134      ,1,3127052,0.06
F7830399      ,1,588765,0.07
D8584134      ,1,3127053,0.16
E9556853      ,1,4414615,0.07
D8481322      ,1,2795880,0.07
F8353464      ,1,1711087,0.05
F7830399      ,1,588766,0.19
D8481322      ,1,2795881,0
D8584134      ,1,3127054,0.16
A9400964      ,2,62608,0.03
F7350022      ,1,58489,0.05
F7360944      ,1,706791,0.03
A9400964      ,2,62609,0.02
D8584134      ,1,3127055,0.18
F9695698      ,2,3072948,0.08
F7831631      ,1,370536,0.02
F7851954      ,1,370087,0.02
F7360940      ,1,7202,0.03
F7360946      ,1,656314,0.01
C9410194      ,1,2138583,0.06
C8391460      ,1,1375037,0.05
F9695698      ,2,3072949,0.11
C8391460      ,1,1375038,0.04
F9695697      ,1,4964089,0.1
F9695697      ,1,4964090,0.03
F7830399      ,1,588767,0.06
F9401174      ,2,1206580,0
C6500970      ,1,1038623,0.04
F9711007      ,2,3703393,0.27
F9401178      ,1,653565,0.06
D8584134      ,1,3127056,0.08
F7830399      ,1,588768,0.06
F9711007      ,2,3703394,0.02
C8780408      ,1,267484,0.01
F9401174      ,2,1206581,0.07
A9400964      ,2,62610,0.02
D8584134      ,1,3127057,0.17
F9711007      ,2,3703395,0.29
A9400964      ,2,62611,0.01
F7360944      ,1,706792,0.02
F7350022      ,1,58490,0.01
F9401174      ,2,1206582,0.12
D8584134      ,1,3127058,0.14
F7831631      ,1,370537,0.04
F7360946      ,1,656315,0.03
F7851954      ,1,370088,0.02
F7360940      ,1,7203,0.05
D8584134      ,1,3127059,0.18
F7360941      ,1,2069315,0
F7360949      ,1,2069655,0.05
F7812096      ,1,341865,0.06
C8391460      ,1,1375039,0.02
F9695698      ,2,3072950,0.09
C8391460      ,1,1375040,0.03
D8481322      ,1,2795882,0.06
F9695698      ,2,3072951,0.04
D8481322      ,1,2795883,0.04
D8586612      ,1,2338777,0.01
D8481321      ,1,5407494,0.01
E9556853      ,1,4414616,0.02
D8584134      ,1,3127060,0.08
E9556853      ,1,4414617,0.01
D8584134      ,1,3127061,0.16
F9695697      ,1,4964091,0.21
D8584134      ,1,3127062,0.09
F7350022      ,1,58491,0
F7360944      ,1,706793,0.04
F8353464      ,1,1711088,0.05
F9695697      ,1,4964092,0
D8584134      ,1,3127063,0.15
F7831631      ,1,370538,0
F7360946      ,1,656316,0.02
F7360940      ,1,7204,0
F7851954      ,1,370089,0.01
F9711007      ,2,3703396,0.29
C6500970      ,1,1038624,0.03
C9410194      ,1,2138584,0.02
F9401174      ,2,1206583,0.09
F9711007      ,2,3703397,0.13
C8391460      ,1,1375041,0.05
F9401174      ,2,1206584,0.14
F9711007      ,2,3703398,0
F9401174      ,2,1206585,0.06
C8391460      ,1,1375042,0.02
F7360941      ,1,2069318,0.01
F7360949      ,1,2069658,0.04
F7812096      ,1,341868,0.02
F7830399      ,1,588769,0.06
F9695698      ,2,3072952,0.08
A9400964      ,2,62612,0.03
F9401178      ,1,653566,-0.82
D8481322      ,1,2795884,0.11
C8780408      ,1,267485,0.02
F9695698      ,2,3072953,0.08
F7830399      ,1,588770,0.11
A9400964      ,2,62613,0.06
F9401178      ,1,653567,0.1
D8481322      ,1,2795885,0.04
D8586612      ,1,2338778,0.03
D8584134      ,1,3127064,0.06
D8481321      ,1,5407495,0
D8584134      ,1,3127065,0.04
D8584134      ,1,3127066,0.01
E9556853      ,1,4414618,0.04
E9556853      ,1,4414619,0.07
D8584134      ,1,3127067,0.01
F9695697      ,1,4964093,0.09
F8353464      ,1,1711089,0.01
F9695697      ,1,4964094,0.04
C9410194      ,1,2138585,0.06
F9401174      ,2,1206586,0.04
C6500970      ,1,1038625,0.04
F9711007      ,2,3703399,0.13
C8391460      ,1,1375043,0.03
F9401174      ,2,1206587,0.09
F9711007      ,2,3703400,0.07
D8586612      ,1,2338779,0.02
C8391460      ,1,1375044,0.05
F9711007      ,2,3703401,0.11
F9401174      ,2,1206588,0.15
A9400964      ,2,62614,0.04
D8481321      ,1,5407496,0.02
A9400964      ,2,62615,0.04
F7350022      ,1,58492,0.03
F7360944      ,1,706794,0.01
C8780408      ,1,267486,0.01
D8584134      ,1,3127068,0.06
F7851954      ,1,370090,0.03
F7360940      ,1,7205,0.02
F7360946      ,1,656317,0.02
F7831631      ,1,370539,0.02
F7830399      ,1,588771,0.14
F9695698      ,2,3072954,0.08
D8584134      ,1,3127069,0.12
F8353464      ,1,1711090,0.03
F9695698      ,2,3072955,0.09
D8584134      ,1,3127070,0
F7830399      ,1,588772,0.04
D8584134      ,1,3127071,0.19
F9401178      ,1,653568,0.04
F7812096      ,1,341871,0.04
F7360949      ,1,2069661,0.03
F7360941      ,1,2069321,0
E9556853      ,1,4414620,0
E9556853      ,1,4414621,0.02
C8391460      ,1,1375045,0.04
C9410194      ,1,2138586,0.02
F9695697      ,1,4964095,0.07
C6500970      ,1,1038626,0.02
C8391460      ,1,1375046,0.02
F9695697      ,1,4964096,0.06
F9711007      ,2,3703402,0.23
F9401174      ,2,1206589,0.02
F9711007      ,2,3703403,0.2
D8584134      ,1,3127072,0.24
F9401174      ,2,1206590,0.12
F7360944      ,1,706795,0.02
F7350022      ,1,58493,0.04
F9711007      ,2,3703404,0.07
D8584134      ,1,3127073,0.08
F9401174      ,2,1206591,0.04
F7831631      ,1,370540,0.02
